FOOD_NAME,EXPIRY_DATE
FLOUNDER — PURCHASED COMMERCIALLY FROZEN RAW,330
FROG LEGS — FRESH COOKED,1
FROG LEGS - FRESH RAW,1
FROG LEGS — PURCHASED COMMERCIALLY FROZEN RAW,240
FROZEN SEAFOOD DINNERS/ ENTREES — PURCHASED COMMERCIALLY FROZEN,225
GEFILTE FISH COMMERCIALLY BOTTLED — OPENED,4
GEFILTE FISH COMMERCIALLY BOTTLED - UNOPENED,1460
GROUPER — FRESH COOKED,3
GROUPER - FRESH RAW,1
GROUPER — PURCHASED COMMERCIALLY FROZEN RAW,330
HADDOCK - FRESH RAW,1
HADDOCK — PURCHASED COMMERCIALLY FROZEN RAW,330
HADDOCK - FRESH COOKED,3
HALIBUT - FRESH COOKED,3
HALIBUT - FRESH RAW,1
HALIBUT — PURCHASED COMMERCIALLY FROZEN RAW,330
IMITATION CRAB MEAT — PURCHASED COMMERCIALLY FROZEN,330
IMITATION CRAB MEAT — SOLD REFRIGERATED,14
LOBSTER — FRESH COOKED STILL IN THE SHELL,2
LOBSTER - FRESH LIVE,1
LOBSTER - FRESH COOKED SHELL REMOVED,3
LOBSTER MEAT COMMERCIALLY CANNED OR VACUUM-PACKED - PURCHASED FROZEN,150
LOBSTER TAILS — FRESH RAW,1
LOBSTER TAILS RAW — PURCHASED COMMERCIALLY FROZEN,210
LOX - SLICED AT GROCERY FISH COUNTER,6
LOX COMMERCIALLY VACUUM-PACKAGED — OPENED,7
LOX COMMERCIALLY VACUUM-PACKAGED — UNOPENED,17
MACKEREL — FRESH COOKED,3
MACKEREL - FRESH RAW,1
MACKEREL — PURCHASED COMMERCIALLY FROZEN RAW,240
MACKEREL COMMERCIALLY CANNED — OPENED,3
MACKEREL COMMERCIALLY CANNED — UNOPENED,1460
MAHI-MAHI — FRESH COOKED,3
MAHI-MAHI - FRESH RAW,1
MAHI-MAHI — PURCHASED COMMERCIALLY FROZEN RAW,330
MONKFISH — FRESH COOKED,3
MONKFISH - FRESH RAW,1
MONKFISH — PURCHASED COMMERCIALLY FROZEN RAW,330
MULLET — FRESH COOKED,3
MULLET - FRESH RAW,1
MUSSELS - FRESH SHUCKED,1
MUSSELS - FRESH COOKED,3
MUSSELS - FRESH LIVE,1
MUSSELS - PURCHASED COMMERCIALLY FROZEN,330
OCTOPUS — FRESH COOKED,2
OCTOPUS - FRESH RAW,1
OCTOPUS — PURCHASED COMMERCIALLY FROZEN RAW,240
ORANGE ROUGHY - FRESH COOKED,3
ORANGE ROUGHY - FRESH RAW,1
ORANGE ROUGHY — PURCHASED COMMERCIALLY FROZEN RAW,330
OYSTERS — FRESH COOKED,3
OYSTERS - FRESH LIVE,1
OYSTERS — FRESH SHUCKED,1
OYSTERS - PURCHASED COMMERCIALLY FROZEN,330
PERCH — FRESH COOKED,3
PERCH - FRESH RAW,1
PERCH — PURCHASED COMMERCIALLY FROZEN RAW,255
POLLOCK — FRESH COOKED,3
POLLOCK - FRESH RAW,1
POLLOCK — PURCHASED COMMERCIALLY FROZEN RAW,255
ROCKFISH — FRESH COOKED,3
ROCKFISH - FRESH RAW,1
SABLE / BLACK COD  SMOKED - WHOLE FISH OR LARGE PIECES,6
SALMON - FRESH COOKED,3
SALMON - FRESH RAW,1
SALMON ROE FRESH COMMERCIALLY JARRED OR TINNED SOLD REFRIGERATED — OPENED,2
SALMON ROE FRESH COMMERCIALLY JARRED OR TINNED SOLD REFRIGERATED — UNOPENED,24
SALMON — PURCHASED COMMERCIALLY FROZEN RAW,240
SALMON COMMERCIALLY CANNED OR IN VACUUM POUCH - OPENED,3
SALMON COMMERCIALLY CANNED OR IN VACUUM POUCH - UNOPENED,1460
SALT COD (BACALAO),330
SARDINES COMMERCIALLY CANNED IN OIL OR SAUCE — OPENED,3
SARDINES COMMERCIALLY CANNED IN OIL OR SAUCE — UNOPENED,1460
SCALLOPS - FRESH COOKED,3
SCALLOPS - FRESH RAW,1
SCALLOPS — PURCHASED COMMERCIALLY FROZEN,330
SEA BASS — FRESH COOKED,3
SEA BASS - FRESH RAW,1
SEA BASS — PURCHASED COMMERCIALLY FROZEN RAW,240
SEA TROUT — FRESH COOKED,3
SEA TROUT - FRESH RAW,1
SEAFOOD BISQUE (ALL TYPES INCLUDING LOBSTER SHRIMP CRAB) — HOMEMADE,3
SEAFOOD BISQUE (ALL TYPES INCLUDING LOBSTER SHRIMP CRAB) COMMERCIALLY CANNED OR BOTTLED ALL TYPES — OPENED,3
SEAFOOD BISQUE (ALL TYPES INCLUDING LOBSTER SHRIMP CRAB) COMMERCIALLY CANNED OR BOTTLED ALL TYPES — UNOPENED,1277
SHARK STEAK — FRESH COOKED,3
SHARK STEAK - FRESH RAW,1
SHRIMP COMMERCIALLY CANNED SOLD UNREFRIGERATED — OPENED,3
SHRIMP COMMERCIALLY CANNED SOLD UNREFRIGERATED — UNOPENED,1460
SHRIMP COOKED — PURCHASED COMMERCIALLY FROZEN,330
SHRIMP RAW  — PURCHASED COMMERCIALLY FROZEN,270
SHRIMP SHELLED OR UNSHELLED - FRESH COOKED,3
SHRIMP SHELLED OR UNSHELLED - FRESH RAW SOLD REFRIGERATED,1
SKATE — FRESH COOKED,3
SKATE - FRESH RAW,1
SMELTS — FRESH COOKED,3
SMELTS - FRESH RAW,1
SMELTS — PURCHASED COMMERCIALLY FROZEN RAW,240
SMOKED HERRING FILLETS /  KIPPERS COMMERCIALLY CANNED — OPENED,3
SMOKED HERRING FILLETS /  KIPPERS COMMERCIALLY CANNED — UNOPENED,1460
SMOKED OYSTERS COMMERCIALLY CANNED — OPENED,3
SMOKED OYSTERS COMMERCIALLY CANNED — UNOPENED,1460
SMOKED SALMON - SLICED AT GROCERY FISH COUNTER,6
SMOKED SALMON COMMERCIALLY VACUUM-PACKAGED - OPENED,7
SMOKED SALMON COMMERCIALLY VACUUM-PACKAGED - UNOPENED,17
SNAPPER — FRESH COOKED,3
SNAPPER - FRESH RAW,1
SNAPPER — PURCHASED COMMERCIALLY FROZEN RAW,330
SOLE — FRESH COOKED,3
SOLE - FRESH RAW,1
SOLE — PURCHASED COMMERCIALLY FROZEN RAW,330
SQUID / CALAMARI — FRESH COOKED,3
SQUID / CALAMARI - FRESH RAW,1
STRIPED BASS — FRESH COOKED,3
STRIPED BASS - FRESH RAW,1
STRIPED BASS — PURCHASED COMMERCIALLY FROZEN RAW,240
STURGEON SMOKED — WHOLE FISH OR LARGE PIECES,6
SUSHI — FRESH RAW,1
SWORDFISH - FRESH COOKED,3
SWORDFISH - FRESH RAW,1
SWORDFISH — PURCHASED COMMERCIALLY FROZEN RAW,240
TILAPIA - FRESH COOKED,3
TILAPIA - FRESH RAW,1
TILAPIA — PURCHASED COMMERCIALLY FROZEN RAW,330
TROUT — PURCHASED COMMERCIALLY FROZEN RAW,255
TROUT LAKE OR RAINBOW — FRESH COOKED,3
TROUT LAKE OR RAINBOW - FRESH RAW,1
TROUT SMOKED — WHOLE FISH OR LARGE PIECES,6
TUNA (INCLUDING YELLOWFIN) - FRESH COOKED,3
TUNA (INCLUDING YELLOWFIN) - FRESH RAW,1
TUNA (INCLUDING YELLOWFIN) — PURCHASED COMMERCIALLY FROZEN RAW,240
TUNA SALAD - HOMEMADE OR STORE-PREPARED,4
TUNA COMMERCIALLY CANNED OR VACUUM-SEALED POUCH (IN OIL OR WATER) — OPENED,3
TUNA COMMERCIALLY CANNED OR VACUUM-SEALED POUCH (IN OIL OR WATER) — UNOPENED,1460
TURBOT — FRESH COOKED,3
TURBOT - FRESH RAW,1
WHITEFISH — FRESH COOKED,3
WHITEFISH - FRESH RAW,1
WHITEFISH SMOKED — WHOLE FISH OR LARGE PIECES,6
